noticia,medio,autor,titulo,fecha,lugar,oracion,sustantivos,adjetivos,verbos,personas,organizaciones,lugares,fechas,geopoliticos,eventos,polaridad,subjetividad
154.txt,All News Today,Petrus Gerhard,"ELODIS, KRONOS:  A TOWN IN NEED, Part One",19980320,"ELODIS, Kronos","""The gas company had been built a few years back in '94, and our problems didn't start right away.","gas,company,year,problem",few,"build,start","","","","a few years back,'94","","",0.028571428571428564,0.2119047619047619
154.txt,All News Today,Petrus Gerhard,"ELODIS, KRONOS:  A TOWN IN NEED, Part One",19980320,"ELODIS, Kronos","The change turned out to be GAStech International, an international corporation run by Sten Sanjorge Jr, a business tycoon out of Tethys.","change,corporation,business,tycoon",international,"turn,be,run",Sten Sanjorge Jr,"GAStech International,Tethys","","","","",0.0,0.0
154.txt,All News Today,Petrus Gerhard,"ELODIS, KRONOS:  A TOWN IN NEED, Part One",19980320,"ELODIS, Kronos","Established in 1961, the GAStech corporation began as a family-owned business providing local trucking services in Tethys.","corporation,family,business,trucking,service",local,"establish,begin,own,provide","","GAStech,Tethys","",1961,"","",0.0,0.0
154.txt,All News Today,Petrus Gerhard,"ELODIS, KRONOS:  A TOWN IN NEED, Part One",19980320,"ELODIS, Kronos","The two founders - Sten Sanjorge Sr and Hank Fluss - found wildcat drilling to be more lucrative, and thus began a series of environmental disasters and financial scandals that eventually ran Sanjorge Sr into an early grave and drove Fluss into a marginal role in his own company.  With the death of Sanjorge Sr, the son took the helm of GAStech firmly in his grasp and broadened its influence further afield, eventually landing at the doorstep of the small peaceful township of Elodis.","founder,wildcat,drilling,series,disaster,scandal,grave,role,company,death,son,helm,grasp,influence,doorstep,township","lucrative,environmental,financial,early,marginal,own,small,peaceful","find,be,begin,run,drive,take,broaden","Sten Sanjorge Sr,Hank Fluss,Sanjorge Sr,Fluss,Sanjorge Sr",GAStech,"","",Elodis,"",0.125,0.45
154.txt,All News Today,Petrus Gerhard,"ELODIS, KRONOS:  A TOWN IN NEED, Part One",19980320,"ELODIS, Kronos","With a population of 6500, most residents of Elodis live in one- and two-story houses on small farms.","population,resident,story,house,farm","most,small",live,"","","","",Elodis,"",0.12878787878787878,0.4666666666666666
154.txt,All News Today,Petrus Gerhard,"ELODIS, KRONOS:  A TOWN IN NEED, Part One",19980320,"ELODIS, Kronos","A smaller number of families live in the township along a main street with two markets, two hardware stores, one gas station and a cafe.","number,family,township,street,market,hardware,store,gas,station,cafe","small,main",live,"","","","","","",0.101010101010101,0.4444444444444444
154.txt,All News Today,Petrus Gerhard,"ELODIS, KRONOS:  A TOWN IN NEED, Part One",19980320,"ELODIS, Kronos","Here you can buy lunch, pick up your mail and purchase a litre of milk to bring home.","lunch,mail,litre,milk","","buy,pick,purchase,bring","","","","","","",0.0,0.0
154.txt,All News Today,Petrus Gerhard,"ELODIS, KRONOS:  A TOWN IN NEED, Part One",19980320,"ELODIS, Kronos",Families have lived in Elodis for generations.,"family,generation","",live,"","","","",Elodis,"",0.0,0.0
154.txt,All News Today,Petrus Gerhard,"ELODIS, KRONOS:  A TOWN IN NEED, Part One",19980320,"ELODIS, Kronos","""We've made a good living for a long time,"" Reese tells me.","living,time","good,long","make,tell",Reese,"","","","","",0.32499999999999996,0.5
154.txt,All News Today,Petrus Gerhard,"ELODIS, KRONOS:  A TOWN IN NEED, Part One",19980320,"ELODIS, Kronos","I asked Reese to help me meet the people whose lives have been impacted by GAStech's operations.   

I caught up with Henk Bodrogi in town making purchases at the Osvaldo hardware store to repair a broken tractor.","people,life,operation,town,purchase,hardware,store,tractor",broken,"ask,help,meet,impact,catch,make,repair","Reese,Henk Bodrogi","GAStech,Osvaldo","","","","",-0.4,0.4
154.txt,All News Today,Petrus Gerhard,"ELODIS, KRONOS:  A TOWN IN NEED, Part One",19980320,"ELODIS, Kronos","Bodrogi has farmed soybeans his entire life, as did his father and their fathers.","soybean,life,father,father",entire,"farm,do",Bodrogi,"","","","","",0.0,0.625
251.txt,All News Today,"",ELODIS PUBLIC HEALTH FACT SHEET 2004,20040529,"ELODIS, Kronos",The Elodis Community Health Center has published an update to the Wellness for All study performed in 1998.,"update,study","","publish,perform","",The Elodis Community Health Center,"",1998,"","",-0.1,0.1
251.txt,All News Today,"",ELODIS PUBLIC HEALTH FACT SHEET 2004,20040529,"ELODIS, Kronos",The full report will soon be posted on the Elodis municipal website.,"report,website","full,municipal",post,"",Elodis,"","","","",0.35,0.55
683.txt,All News Today,"",POK LEADER KAREL ARRESTED,20090312,"ABILA, Kronos","In another unconscionable move against the citizens of Kronos, earlier today police arrested POK leader Elian Karel on spurious tax evasion charges.","move,citizen,today,police,leader,tax,evasion,charge","unconscionable,spurious",arrest,Elian Karel,POK,"","",Kronos,"",0.0,0.5
683.txt,All News Today,"",POK LEADER KAREL ARRESTED,20090312,"ABILA, Kronos","Demonstrating his trademark humor, Karel lifted his wrists and joked to his supporters as he is led away, ""I guess I shouldn't have sent the President those cases of bottled water for his birthday.""","trademark,humor,wrist,supporter,case,water,birthday","","demonstrate,lift,joke,lead,guess,send,bottle",Karel,"","","","","",0.0,0.0
683.txt,All News Today,"",POK LEADER KAREL ARRESTED,20090312,"ABILA, Kronos","Karel is the leader of the Protectors of Kronos, an alliance of Kronos citizens from Elodis that has demanded the government clean up the contaminated water caused by gas drilling in their community.","leader,alliance,citizen,government,water,gas,drilling,community","","demand,clean,contaminate,cause",Karel,"the Protectors of Kronos,Kronos","","",Elodis,"",0.3666666666666667,0.7000000000000001
683.txt,All News Today,"",POK LEADER KAREL ARRESTED,20090312,"ABILA, Kronos","""We didn't ask for GAStech to come to our community,"" Karel said at a rally a few months ago.","community,rally,month",few,"ask,come,say",Karel,GAStech,"",a few months ago,"","",-0.2,0.1
683.txt,All News Today,"",POK LEADER KAREL ARRESTED,20090312,"ABILA, Kronos","""Neither Elodis nor the people of Kronos have received any benefit from the extraordinarily large amount of money that GAStech clears every year.","people,benefit,amount,money,year",large,"receive,clear","","Elodis,GAStech","",every year,Kronos,"",0.21428571428571427,0.42857142857142855
683.txt,All News Today,"",POK LEADER KAREL ARRESTED,20090312,"ABILA, Kronos","I ask:  Where is the money going?""

The police representative assured supporters who amassed outside the police station that Karel would be treated humanely, but declined to answer questions or allow visitors to see Karel.  F

Attorney Michale Kraft plans to meet with Karel Saturday morning.","money,police,representative,supporter,police,station,question,visitor,morning","","ask,go,assure,amass,treat,decline,answer,allow,see,plan,meet",Michale Kraft,"Karel,Karel,Karel","",Saturday,"","",0.0,0.05
152.txt,All News Today,"",LACK OF DETAILS MARS GOVERNMENT INTENTIONS,19930202,"ABILA, Kronos","In a glitzy press conference late last year President Luis Araullo announced a historic set of tax incentives intended to bring foreign investment to Kronos under the guise creating jobs, providing cheap energy and building infrastructure.","press,conference,year,set,tax,incentive,investment,krono,guise,creating,job,energy,building,infrastructure","glitzy,last,historic,bring,foreign,providing,cheap","announce,intend",Luis Araullo,"","",late last year,Kronos,"",-0.004999999999999993,0.29833333333333334
152.txt,All News Today,"",LACK OF DETAILS MARS GOVERNMENT INTENTIONS,19930202,"ABILA, Kronos","Following the 86-14 vote last month the Minister of the Interior Tomas Sarto lauded the decision as ""landmark"" and ""bettering the people"".","vote,month,decision,landmark,people",last,"laud,better",Tomas Sarto,"","",last month,"","",0.0,0.08333333333333334
152.txt,All News Today,"",LACK OF DETAILS MARS GOVERNMENT INTENTIONS,19930202,"ABILA, Kronos",The crafters of these revolutionary measures neglected to include a detailed plan about how this windfall would benefit everyday Kronosians.,"crafter,measure,plan,windfall","revolutionary,detailed,everyday","neglect,include,benefit","","","","","","",0.1,0.675
152.txt,All News Today,"",LACK OF DETAILS MARS GOVERNMENT INTENTIONS,19930202,"ABILA, Kronos","When the first payment from these foreign company lands in the state coffers, how will these funds be dispersed?","payment,company,state,coffer,fund","first,foreign","land,disperse","","","","","","",0.0625,0.22916666666666666
385.txt,The Explainer,"",THE SPONTANEOUS PROTESTS ENTER ERUPTION AROUND ABIL,20090622,"ABILA, Kronos","The protests entered eruption around the buildings of the government of Kronos, towards downtown, and another part around Abila that extended possible in uproars and violence.","protest,eruption,building,government,downtown,part,uproar,violence",possible,"enter,extend","",Kronos,"","",Abila,"",0.0,1.0
385.txt,The Explainer,"",THE SPONTANEOUS PROTESTS ENTER ERUPTION AROUND ABIL,20090622,"ABILA, Kronos","The activists are protesting the death yesterday of Elian Karel, protector of the activist of Kronos (POK) that died in jail after being arrested for the fiscal evasion.","activist,death,yesterday,protector,activist,jail,evasion",fiscal,"die,arrest",Elian Karel,"Kronos,POK","",yesterday,"","",-0.1,0.0
385.txt,The Explainer,"",THE SPONTANEOUS PROTESTS ENTER ERUPTION AROUND ABIL,20090622,"ABILA, Kronos","Nevertheless, the protests have given to violent return with the broken windows and the destroyed stores.","protest,return,window,store",violent,"give,break,destroy","","","","","","",-0.6000000000000001,0.7
385.txt,The Explainer,"",THE SPONTANEOUS PROTESTS ENTER ERUPTION AROUND ABIL,20090622,"ABILA, Kronos","The countless windows of the store broke in and around Siopa, the centric area of purchases.","window,store,area,purchase","countless,centric",break,"","","","","","",0.0,0.3
385.txt,The Explainer,"",THE SPONTANEOUS PROTESTS ENTER ERUPTION AROUND ABIL,20090622,"ABILA, Kronos","A general sense of the chaos exploded with the demonstrators who sang, fires, and the citizens who fled.","sense,chaos,demonstrator,fire,citizen",general,"explode,sing,flee","","","","","","",0.05000000000000002,0.5
385.txt,The Explainer,"",THE SPONTANEOUS PROTESTS ENTER ERUPTION AROUND ABIL,20090622,"ABILA, Kronos","A subject of the unification of the demonstrators was the mottos sung including ""justice for Elian"" in reference to the activist previously mentioned Elian Karel and ""to remember Julian"", a young girl of Elodis that died in 1998 alleged of the effects of the contamination of the water.","subject,unification,demonstrator,motto,justice,reference,activist,girl,effect,contamination,water",young,"sing,include,mention,remember,die,allege","Elian,Elian Karel,Julian,Elodis","","",1998,"","",-0.08333333333333333,0.25
385.txt,The Explainer,"",THE SPONTANEOUS PROTESTS ENTER ERUPTION AROUND ABIL,20090622,"ABILA, Kronos",Several buildings were disfigured with the aforesaid mottos also.,"building,motto","several,aforesaid",disfigure,"","","","","","",0.0,0.0
385.txt,The Explainer,"",THE SPONTANEOUS PROTESTS ENTER ERUPTION AROUND ABIL,20090622,"ABILA, Kronos","The government of Kronos published a declaration, ""this class of violence will not be pardoned.","government,declaration,class,violence","","publish,pardon","","","","","","",0.0,0.0
385.txt,The Explainer,"",THE SPONTANEOUS PROTESTS ENTER ERUPTION AROUND ABIL,20090622,"ABILA, Kronos",The destruction and the violence are not no way to reach peace and the change - these things are in the opposition the one to the other.,"destruction,violence,way,peace,change,thing,opposition",other,reach,"","","","","","",-0.125,0.375
385.txt,The Explainer,"",THE SPONTANEOUS PROTESTS ENTER ERUPTION AROUND ABIL,20090622,"ABILA, Kronos","The protectors of Kronos must reassume pacific means; the rest of the approaches is unjustifiable.""","protector,mean,rest,approach","pacific,unjustifiable",reassume,"","","","","","",0.0,0.0
715.txt,The Explainer,"",KIDNAPPING IN THE GASTECH HEADQUARTER,20140120,"ABILA, Kronos",In which only described the power whereas an act of the multiple international employees of GAStech of the terrorism was taken in an incursion behaved shamelessly of the light of the day of the headquarters of GAStech Kronos.,"power,act,employee,terrorism,incursion,light,day,headquarters","multiple,international","describe,take,behave","","GAStech,GAStech Kronos","","","","",0.1,0.425
715.txt,The Explainer,"",KIDNAPPING IN THE GASTECH HEADQUARTER,20140120,"ABILA, Kronos",The early information of the government of the civil employees of Kronos indicate that they enumerate 14 people like lacking.,"information,government,employee,people","early,civil","indicate,enumerate,lack","",Kronos,"","","","",0.1,0.3
715.txt,The Explainer,"",KIDNAPPING IN THE GASTECH HEADQUARTER,20140120,"ABILA, Kronos","Nobody has taken officially the credit for the kidnapping against the international corporation GAStech from the gas that has not done anything but aid to provide works, the infrastructure, and a trajectory advanced for the people of Kronos.","credit,kidnapping,corporation,gas,aid,work,infrastructure,trajectory,people",international,"take,do,provide,advance","","GAStech,Kronos","","","","",0.2,0.3
661.txt,The Explainer,"",RELATED HALTINGS DRUG IN THE ASCEN,20110516,"ABILA, Kronos",A new alarming tendency is sweeping Abila.,tendency,"new,alarming",sweep,"","","","",Abila,"",0.018181818181818174,0.5272727272727272
661.txt,The Explainer,"",RELATED HALTINGS DRUG IN THE ASCEN,20110516,"ABILA, Kronos",The police needs a dramatic increase in the related haltings drug that can be bound to the violent groups of the activist.,"police,increase,halting,drug,group,activist","dramatic,violent","need,relate,bind","","","","","","",-0.41111111111111115,0.6666666666666666
661.txt,The Explainer,"",RELATED HALTINGS DRUG IN THE ASCEN,20110516,"ABILA, Kronos",The port of Abila is known to be a point of the transfer for the drugs that come from the Middle East and of Africa that go to the heroin and the hashish of Europe that is to say.,"port,point,transfer,drug,heroin,hashish","","know,be,come,go,say","","","the Middle East,Africa,Europe","",Abila,"",0.0,0.0
661.txt,The Explainer,"",RELATED HALTINGS DRUG IN THE ASCEN,20110516,"ABILA, Kronos","Nevertheless, the drug related haltings had continued being flat on the last decade until the recent increase.","drug,halting,decade,increase","flat,last,recent","relate,continue,be","","","",the last decade,"","",-0.00625,0.21041666666666667
661.txt,The Explainer,"",RELATED HALTINGS DRUG IN THE ASCEN,20110516,"ABILA, Kronos","The preoccupations by the increase of related haltings drug are double: first, the violent groups of the activist such as the protectors of Kronos could use sales of the drug like means to finance their activities; and secondly, with more drugs appearing in the border, the people of Kronos will undergo increasing related editions drug, that is to say attachment and violence.","preoccupation,increase,halting,drug,group,activist,protector,sale,drug,mean,activity,drug,border,people,edition,drug,attachment,violence","double,violent,such,like,more,increasing","relate,use,finance,appear,undergo,relate,be,say","","Kronos,Kronos","","","","",-0.0062500000000000055,0.39166666666666666
491.txt,The Explainer,"",RETURN OF THE PROTESTS OF ELODIS TO THE UPROARS AND THE HALTINGS,20050926,"ELODIS, Kronos","The protectors of Kronos (POK) continue protesting against the contamination that alleges international of the government and GAStech de Kronos, the contamination of the water and a deficiency of an answer of the government.","protector,contamination,government,contamination,water,deficiency,answer,government",international,"protest,allege","",GAStech de Kronos,"","","","",0.0,0.0
491.txt,The Explainer,"",RETURN OF THE PROTESTS OF ELODIS TO THE UPROARS AND THE HALTINGS,20050926,"ELODIS, Kronos",The protests have given violent return lately to extension in releasing the brakes itself to a great extent directed in the site of the curve of Tiskele.,"protest,return,extension,brake,extent,site,curve","violent,great","give,direct","","","","",Tiskele,"",-0.10000000000000002,0.7833333333333333
491.txt,The Explainer,"",RETURN OF THE PROTESTS OF ELODIS TO THE UPROARS AND THE HALTINGS,20050926,"ELODIS, Kronos",The last event implied demonstrators of POK that formed a human chain to block the entrance of the site of the curve of Tiskele de GAStech.,"event,demonstrator,chain,entrance,site,curve","last,human","imply,form,block","","","","","","",0.0,0.08333333333333334
491.txt,The Explainer,"",RETURN OF THE PROTESTS OF ELODIS TO THE UPROARS AND THE HALTINGS,20050926,"ELODIS, Kronos","After releasing the brakes itself recent, the officials of the government did not have any option, but to ascending round the demonstrators they arrest and it to violate.","brake,official,government,option,demonstrator",recent,"release,have,ascend,arrest,violate","","","","","","",-0.08333333333333333,0.21666666666666667
491.txt,The Explainer,"",RETURN OF THE PROTESTS OF ELODIS TO THE UPROARS AND THE HALTINGS,20050926,"ELODIS, Kronos","The spokesman Rufus Drymiau of the government commented, ""who these the class of violent actions of the members of the protectors of Kronos is ineffective.","spokesman,government,class,action,member,protector","violent,ineffective",comment,Rufus Drymiau,Kronos,"","","","",-0.8,1.0
491.txt,The Explainer,"",RETURN OF THE PROTESTS OF ELODIS TO THE UPROARS AND THE HALTINGS,20050926,"ELODIS, Kronos","We are working close by - the government and the GAStech - assuring to us that all the environmental editions are resolute.""","government,edition","environmental,resolute","work,assure","",GAStech,"","","","",0.0,0.0
491.txt,The Explainer,"",RETURN OF THE PROTESTS OF ELODIS TO THE UPROARS AND THE HALTINGS,20050926,"ELODIS, Kronos","Several cases of releasing the brakes itself in and around Elodis have been disclosed including trashing of the buildings of the government, to send of the rock, and burnings of the tire.","case,brake,trashing,building,government,rock,burning,tire",several,"disclose,include,send","","","","",Elodis,"",0.0,0.0
491.txt,The Explainer,"",RETURN OF THE PROTESTS OF ELODIS TO THE UPROARS AND THE HALTINGS,20050926,"ELODIS, Kronos",The police has responded quickly and decisive.,police,"",respond,"","","","","","",0.3333333333333333,0.5
491.txt,The Explainer,"",RETURN OF THE PROTESTS OF ELODIS TO THE UPROARS AND THE HALTINGS,20050926,"ELODIS, Kronos",The several skirmishes with police have finished in haltings.,"skirmish,police,halting",several,finish,"","","","","","",0.0,0.0
397.txt,The Explainer,"",TO BECOME INVOLVED FOR ABOVE OF EVENTS IN GASTEC,20140120,"ABILA, Kronos",A long tense day of information that were in conflict and of the confused information has finished.,"day,information,conflict,information","long,tense","be,confuse,finish","","","",A long tense day,"","",-0.2611111111111111,0.5333333333333333
397.txt,The Explainer,"",TO BECOME INVOLVED FOR ABOVE OF EVENTS IN GASTEC,20140120,"ABILA, Kronos","What we know for insurance that 14 employees of GAStech lack not only, but are kidnapped according to the confirmed thing by a source of the government of Kronos.","insurance,employee,thing,source,government","","know,lack,kidnap,confirm","","GAStech,Kronos","","","","",0.2,1.0
397.txt,The Explainer,"",TO BECOME INVOLVED FOR ABOVE OF EVENTS IN GASTEC,20140120,"ABILA, Kronos","In this time it is confused who the disappear are and if they are citizen of Kronos de Tethys, so many employees of GAStech are Tethan.","time,citizen,employee","confused,disappear,many","be,be","","Kronos de Tethys,GAStech,Tethan","","","","",0.04999999999999999,0.6
397.txt,The Explainer,"",TO BECOME INVOLVED FOR ABOVE OF EVENTS IN GASTEC,20140120,"ABILA, Kronos","There is the immovable speculation with respect who was taken in the kidnapping and if president of GAStech and jr. of the CEO Sten Sanjorge were the target, since international GAStech has had still to make a declaration to the speculation of the pressure on the reasons for the kidnappers has been wild due to the recent news of the initial public offer of GAStech only for a month.","speculation,respect,kidnapping,president,jr,.,target,declaration,speculation,pressure,reason,kidnapper,news,offer,month","immovable,international,wild,recent,initial,public","take,be,have,make,be",Sten Sanjorge,"GAStech,GAStech,GAStech","",a month,"","",-0.0035714285714285704,0.2988095238095238
397.txt,The Explainer,"",TO BECOME INVOLVED FOR ABOVE OF EVENTS IN GASTEC,20140120,"ABILA, Kronos",In this time nobody has demanded the responsibility of the kidnapping.,"time,responsibility,kidnapping","",demand,"","","","","","",0.0,0.0
397.txt,The Explainer,"",TO BECOME INVOLVED FOR ABOVE OF EVENTS IN GASTEC,20140120,"ABILA, Kronos","Edvard Vann, a GAStech - the protector of security of Kronos that was interrogated and sent after 6 hours, gave the instructions that the protectors of Kronos were implied or at least suspected like being the authors behind today events.","protector,security,hour,instruction,protector,author,today,event",least,"interrogate,send,give,imply,suspect",Edvard Vann,"GAStech,Kronos,Kronos","",today,"","",-0.35,0.55
397.txt,The Explainer,"",TO BECOME INVOLVED FOR ABOVE OF EVENTS IN GASTEC,20140120,"ABILA, Kronos",An international executive of the greater security of GAStech has been in the site to support the investigation that helped to the department of the police of Abila and the officials of the government of Kronos.,"executive,security,site,investigation,department,police,official,government","international,great","be,support,help","","GAStech,Abila,Kronos","","","","",0.25,0.25
397.txt,The Explainer,"",TO BECOME INVOLVED FOR ABOVE OF EVENTS IN GASTEC,20140120,"ABILA, Kronos",The 20 of January were annual corporative meeting of GAStech with a reception of the government of Kronos to follow.,"meeting,reception,government","annual,corporative",follow,"","GAStech,Kronos","","The 20 of January,annual","","",0.0,0.0
397.txt,The Explainer,"",TO BECOME INVOLVED FOR ABOVE OF EVENTS IN GASTEC,20140120,"ABILA, Kronos","Shortly after tomorrow the meeting finished in the 10:00, Abila that the cars of the body of firemen responded to the information of a fire in the office of GAStech.","tomorrow,meeting,car,body,fireman,information,fire,office","","finish,respond",Abila,GAStech,"","","","",0.0,0.3
377.txt,The Explainer,"",TRAFFIC ACCIDENT NEAR ELODIS,20070411,"ABILA, Kronos",An investigation of the government has concluded a traffic accident that implied an international vehicle of GAStech and the vehicle of a family of Elodis giving by result the deaths of the four members of the family was the result of the error of the conductor from the conductor of Elodisian.,"investigation,government,traffic,accident,vehicle,vehicle,family,result,death,member,family,result,error,conductor,conductor",international,"conclude,imply","","GAStech,Elodisian","","","","",0.0,0.0
377.txt,The Explainer,"",TRAFFIC ACCIDENT NEAR ELODIS,20070411,"ABILA, Kronos",The spokesman Rufus Drymiau of the government said that the investigation found the fatal accident was driven when the conductor of Elodis crossed itself above in next traffic.,"spokesman,government,investigation,accident,conductor,traffic","fatal,next","say,find,drive,cross",Rufus Drymiau,Elodis,"","","","",0.0,0.05
377.txt,The Explainer,"",TRAFFIC ACCIDENT NEAR ELODIS,20070411,"ABILA, Kronos","Three passengers - Valeria Edris, Celia Edris, and Marcellus Edris - died in the scene.","passenger,scene","",die,"Valeria Edris,Celia Edris,Marcellus Edris","","","","","",0.0,0.0
377.txt,The Explainer,"",TRAFFIC ACCIDENT NEAR ELODIS,20070411,"ABILA, Kronos","The carmine Edris, 9, were found wandering around the site of the accident.","carmine,site,accident","",find,Edris,"","",9,"","",0.0,0.0
377.txt,The Explainer,"",TRAFFIC ACCIDENT NEAR ELODIS,20070411,"ABILA, Kronos",He succumbed to his injuries advanced more in the hospital of Abila.,"injury,hospital","","succumb,advance","","","","",Abila,"",0.45,0.55
377.txt,The Explainer,"",TRAFFIC ACCIDENT NEAR ELODIS,20070411,"ABILA, Kronos",The driver of the car of GAStech received injuries of smaller importance and was taken the hospital for the observations.,"driver,car,injury,importance,hospital,observation",small,"receive,take","",GAStech,"","","","",0.0,0.5
377.txt,The Explainer,"",TRAFFIC ACCIDENT NEAR ELODIS,20070411,"ABILA, Kronos",In a demonstration of the international votes of GAStech of largesse corporative to donate the money to the remaining members of the family.,"demonstration,vote,largesse,money,member,family","international,corporative","donate,remain","",GAStech,"","","","",0.0,0.0
527.txt,The Explainer,"","THE GOVERNMENT LABELS POK ""THREATENS PUBLIC""",20110728,"ABILA, Kronos",The government of Kronos has labeled the protectors of Kronos (POK) as he threatens the public.,"government,protector,public","","label,threaten","","Kronos,Kronos","","","","",0.0,0.06666666666666667
527.txt,The Explainer,"","THE GOVERNMENT LABELS POK ""THREATENS PUBLIC""",20110728,"ABILA, Kronos","In a declaration of the spokesman Rufus Drymiau of the government the POK are described as ""justifiable public threat due to the violent demonstrations, to the vandalism opportunistic, and the shocks with the police.""","declaration,spokesman,government,threat,demonstration,vandalism,shock,police","justifiable,public,due,violent,opportunistic",describe,Rufus Drymiau,POK,"","","","",-0.30833333333333335,0.48055555555555557
527.txt,The Explainer,"","THE GOVERNMENT LABELS POK ""THREATENS PUBLIC""",20110728,"ABILA, Kronos","An owner of the store in districto of Siopa, that declined to be named, responded to the government who labeled the POK a public threat: ""I agree that they are a public threat.","owner,store,districto,government,threat,threat","public,public","decline,name,respond,label,agree","",POK,"","",Siopa,"",0.0,0.06666666666666667
527.txt,The Explainer,"","THE GOVERNMENT LABELS POK ""THREATENS PUBLIC""",20110728,"ABILA, Kronos",Whenever they come around they bring its then samples and the windows of the violent breakage.,"sample,window,breakage",violent,"come,bring","","","","","","",-0.8,1.0
527.txt,The Explainer,"","THE GOVERNMENT LABELS POK ""THREATENS PUBLIC""",20110728,"ABILA, Kronos","We try to fight, but there is too much and rob our things.",thing,much,"try,fight,be,rob","","","","","","",0.2,0.2
527.txt,The Explainer,"","THE GOVERNMENT LABELS POK ""THREATENS PUBLIC""",20110728,"ABILA, Kronos","My business suffers due to the protectors.""

To send Emilio To have, that it patrols districto of Siopa, said of the POK, ""they breakage does violence to the windows.","business,protector,districto,breakage,violence,window","","suffer,send,have,patrol,say,do",Emilio,POK,"","",Siopa,"",-0.3625,0.5375
527.txt,The Explainer,"","THE GOVERNMENT LABELS POK ""THREATENS PUBLIC""",20110728,"ABILA, Kronos",They send rocks.,rock,"",send,"","","","","","",0.0,0.0
527.txt,The Explainer,"","THE GOVERNMENT LABELS POK ""THREATENS PUBLIC""",20110728,"ABILA, Kronos",They sing for the change and they paint things in buildings.,"change,thing,building","","sing,paint","","","","","","",0.0,0.0
527.txt,The Explainer,"","THE GOVERNMENT LABELS POK ""THREATENS PUBLIC""",20110728,"ABILA, Kronos","They become stupid glance and we arrested later them we put and them in the jail in where they belong.""",jail,stupid,"become,arrest,put,belong","","","","","","",-0.3,0.3333333333333333
691.txt,The Explainer,"",THE GOVERNMENT RESPONDS TO ANOTHER REDONDO OF PROTESTS,20100622,"ABILA, Kronos",The demonstrators aligned with the protectors of the buildings surrounded group by the government of the activist of Kronos (POK) that sang and take to supposed images of his martyrs.,"demonstrator,protector,building,group,government,activist,image,martyr","","align,surround,sing,take,suppose","","Kronos,POK","","","","",0.0,0.0
691.txt,The Explainer,"",THE GOVERNMENT RESPONDS TO ANOTHER REDONDO OF PROTESTS,20100622,"ABILA, Kronos",The forces of the security of government of Kronos in concert with the police of Abila suppressed the protest with an impressive demonstration of the force.,"force,security,government,concert,police,protest,demonstration,force",impressive,suppress,"",Kronos,"","",Abila,"",1.0,1.0
691.txt,The Explainer,"",THE GOVERNMENT RESPONDS TO ANOTHER REDONDO OF PROTESTS,20100622,"ABILA, Kronos","Black dress the authorities that put helmets and gasmasks and brandishing the protectors of the uproar, the ignited bottles of the tear gas as the demonstrators rejected to disperse after several warnings.","dress,authority,helmet,gasmask,protector,uproar,bottle,gas,demonstrator,warning","black,tear,several","put,brandish,ignite,reject,disperse","","","","","","",-0.08333333333333333,0.21666666666666667
691.txt,The Explainer,"",THE GOVERNMENT RESPONDS TO ANOTHER REDONDO OF PROTESTS,20100622,"ABILA, Kronos",The group collected proved reluctant to even disperse after the tear gas and of the authorities pressed in the group that protected itself with its protectors and who made pivot their command batons freely.,"group,gas,authority,group,protector,command,baton","reluctant,tear","collect,prove,disperse,press,protect,make,pivot","","","","","","",0.4,0.8
691.txt,The Explainer,"",THE GOVERNMENT RESPONDS TO ANOTHER REDONDO OF PROTESTS,20100622,"ABILA, Kronos","As opposed to overwhelming force, most of the demonstrators fled; nevertheless, a hard group of the base was stopped its earth that underwent the consequences.","overwhelming,force,demonstrator,group,base,earth,consequence","most,hard","oppose,flee,stop,undergo","","","","","","",-0.022916666666666696,0.7604166666666666
691.txt,The Explainer,"",THE GOVERNMENT RESPONDS TO ANOTHER REDONDO OF PROTESTS,20100622,"ABILA, Kronos",To the police of the uproar they surrounded to the remaining demonstrators and after the repeated command baton blows many were dragged far under halting.,"police,uproar,remaining,demonstrator,command,baton,blow,halting",many,"surround,repeat,drag","","","","","","",0.3,0.75
691.txt,The Explainer,"",THE GOVERNMENT RESPONDS TO ANOTHER REDONDO OF PROTESTS,20100622,"ABILA, Kronos","When the smoke cleared between the flags and the rejected samples and pisoteadas, the blood was clearly visible in the seat.","smoke,flag,sample,pisoteada,blood,seat",visible,"clear,reject","","","","","","",0.10000000000000002,0.3833333333333333
382.txt,The Explainer,"",PRESIDENT KAPELOU II CHOSE BY THE REGISTRY MARGI,20101004,"ABILA, Kronos",President Dorel Kapelou II has gained the re-election with the greatest margin always of an election of Kronesian.,"re,-,election,margin,election",great,gain,Dorel Kapelou II,"","","","","",1.0,1.0
382.txt,The Explainer,"",PRESIDENT KAPELOU II CHOSE BY THE REGISTRY MARGI,20101004,"ABILA, Kronos",The people of Kronos been have stopped together and have announced a new day shining with a vote resounding of the confidence for the president.,"people,day,vote,confidence,president",new,"be,stop,announce,shine,resound","",Kronos,"","","","",0.13636363636363635,0.45454545454545453
