noticia,medio,autor,titulo,fecha,lugar,oracion,sustantivos,adjetivos,verbos,personas,organizaciones,lugares,fechas,geopoliticos,eventos,polaridad,subjetividad,cant_personas
538.txt,Worldwise,,"Annual ends of gathering of POK in the riot, stil",20130622,"ABILA, Kronos","A crowd larger than usual met in front of the building of capitol, undulating of the signs holding the images of Elian Karel and Juliana Vann, which were painted like POK ""martyrdoms"".  Crowd sang about the corruption of government and claimed President Dorel Kapelou to bring back.","crowd,front,building,capitol,sign,image,martyrdom,crowd,corruption,government","large,usual","meet,undulate,hold,paint,claim,bring","Elian Karel,Juliana Vann,Dorel Kapelou",POK,,,,,-0.08333333333333333,0.25,3
575.txt,The Orb,,Does WHO BRING a GUN TO ONE TO REST INSIDE,20130622,"ABILA, Kronos",The most dangerous article in their hands was an image of a dead maid ten years old nice - Juliana Vann which died in 1998 of the cancer caused by benzene in its drinking water.,"article,hand,image,maid,year,cancer,benzene,drinking,water","dangerous,dead,old,nice","die,cause",Juliana Vann,,,"ten years old,1998",,,0.06666666666666668,0.5,1
86.txt,News Online Today,,HUGE IPO MAKES SANJORGE BILLIONAIRE,20131216,"CENTRUM, Tethys","The filings show that the GAStech - Kronos executives earned a collective $327.25 million from the newly vested shares including $96.25 million each for CFO Ingrid Barranco, CIO Ada Campo-Corrente, and COO Orhan Strum.","filing,executive,share",collective,"show,earn,vest,include","Ingrid Barranco,Ada Campo-Corrente,Orhan Strum",GAStech - Kronos,,,,,0.13636363636363635,0.4545454545454545,3
559.txt,The World,,HUGE IPO MAKES SANJORGE BILLIONAIR,20131216,"CENTRUM, Tethys",Environmental Safety Advisor Willem Vasco-Pais also earned $38.5 million.,,,earn,Willem Vasco-Pais,,,,,,0.0,0.0,1
559.txt,The World,,HUGE IPO MAKES SANJORGE BILLIONAIR,20131216,"CENTRUM, Tethys","The filings show that the GAStech - Kronos executives earned a collective $327.25 million from the newly vested shares including $96.25 million each for CFO Ingrid Barranco, CIO Ada Campo-Corrente, and COO Orhan Strum.","filing,executive,share",collective,"show,earn,vest,include","Ingrid Barranco,Ada Campo-Corrente,Orhan Strum",GAStech - Kronos,,,,,0.13636363636363635,0.4545454545454545,3
559.txt,The World,,HUGE IPO MAKES SANJORGE BILLIONAIR,20131216,"CENTRUM, Tethys",As for the particulars of the filing: Sanjorge Jr.'s 51% stake in the company is worth $1.96 billion; Beatriz Fluss' (widow of company co-founder Hank Fluss) 33% stake is worth $1.27 billion.,"particular,filing,%,stake,company,widow,company,co,-,founder,%,stake","worth,worth",,"Sanjorge Jr.'s,Beatriz Fluss',Hank Fluss",,,,,,0.3,0.1,3
360.txt,The Tulip,,GIANT IPO MAKE SANJORGE BILLIONAIR,20131217,"CENTRUM, Tethys","Submitting to show to that GAStech - the staff employees Kronos deserved collective $327.25 millions each of the recently held shares of $96.25 millions for CFO Ingrid Barranco, CIO Ada campo-Corrente, and COO Orhan Strum.","staff,employee,share",collective,"submit,show,deserve,hold","Ingrid Barranco,Ada campo-Corrente,Orhan Strum","GAStech,Kronos",,,,,0.0,0.25,3
375.txt,Who What News,,HUGE IPO MAKES SANJORGE BILLIONAIRE,20131217,"CENTRUM, Tethys","The filings show that the GAStech - Kronos executives earned a collective $327.25 million from the newly vested shares including $96.25 million each for CFO Ingrid Barranco, CIO Ada Campo-Corrente, and COO Orhan Strum.","filing,executive,share",collective,"show,earn,vest,include","Ingrid Barranco,Ada Campo-Corrente,Orhan Strum",GAStech - Kronos,,,,,0.13636363636363635,0.4545454545454545,3
360.txt,The Tulip,,GIANT IPO MAKE SANJORGE BILLIONAIR,20131217,"CENTRUM, Tethys",The environment consultant of the security Willem Vasco-Pais deserved millions also $38.5.,"environment,consultant,security,million",,deserve,Willem Vasco-Pais,,,,,,0.0,0.0,1
1.txt,The Light of Truth,,ENORMOUS IPO MAKES THE BILLIONAIRE OF SANJORG,20131218,"CENTRUM, Tethys","The classifications prove that GAStech - the executives of Kronos gained of the $327.25 collective million of the lately invested shares including $96.25 million for CFO Ingrid Barranco,CIO Ada Campo-Corrente, and Orhan Strum.","classification,executive,share",collective,"prove,gain,invest,include","Ingrid Barranco,Ada Campo-Corrente,Orhan Strum","GAStech,Kronos",,,,,-0.3,0.6,3
223.txt,The General Post,,ENORMOUS IPO MAKES MULTIMILLIONAIRE OF SANJORG,20131218,"CENTRUM, Tethys","The adviser of environmental security Willem Vasco-Pais also gained $38,5 million.","adviser,security",environmental,gain,Willem Vasco-Pais,,,,,,0.0,0.0,1
223.txt,The General Post,,ENORMOUS IPO MAKES MULTIMILLIONAIRE OF SANJORG,20131218,"CENTRUM, Tethys","As far as the details of the limadura: Stake of s 51% of the Jr of Sanjorge ""in the company is worth $1.96 billion; The stake of Beatriz Fluss"" (widow of the Hank Fluss of the Co-founder of the company) 33% is worth $1.27 billion.","detail,limadura,stake,%,company,stake,widow,-,founder,company,%","worth,worth",,"Jr,Sanjorge,Beatriz Fluss,the Hank Fluss",,,,,,0.2333333333333333,0.4000000000000001,4
1.txt,The Light of Truth,,ENORMOUS IPO MAKES THE BILLIONAIRE OF SANJORG,20131218,"CENTRUM, Tethys",The environmental adviser of safety Willem Vasco-Pais also gained $38.5 million.,"adviser,safety",environmental,gain,Willem Vasco-Pais,,,,,,0.0,0.0,1
223.txt,The General Post,,ENORMOUS IPO MAKES MULTIMILLIONAIRE OF SANJORG,20131218,"CENTRUM, Tethys","The filings demonstrate that the GAStech - the executives of Kronos gained $327.25 million collective of the parts granted including $96.25 million by each one for CFO Ingrid Barranco, Ada Campo-Corrente, and Orhan Strum the COO.","filing,executive,collective,part",,"demonstrate,gain,grant,include","Ingrid Barranco,Ada Campo-Corrente,Orhan Strum","GAStech,Kronos",,,,,0.0,0.0,3
128.txt,Homeland Illumination,Petrus Gerhar,A CELEBRATION OF UNFETTERED KLEPTOCRAC,20140119,,We at the Homeland Illumination look forward to hearing what President Kapelou II and CEO Sten Sanjorge Jr. have to say about how this unholy alliance has benefited the citizens of Kronos.,"alliance,citizen",unholy,"look,have,say,benefit","Kapelou II,Sten Sanjorge Jr.","the Homeland Illumination,Kronos",,,,,0.0,0.0,2
40.txt,News Online Today,,GAStech and Kronos Celebrate Partnership,20140119,"ABILA, Kronos","Local GAStech executives Ingrid Barranco, Ada Campo-Corrente, Orhan Strum, and Willem Vasco-Pais and CEO Sten Sanjorge Jr. will attend a reception with government officials tomorrow following a business meeting at their headquarters building.","executive,reception,government,official,tomorrow,business,meeting,headquarters,building",local,"attend,follow","Ingrid Barranco,Ada Campo-Corrente,Orhan Strum,Willem Vasco-Pais,Sten Sanjorge Jr.",GAStech,,tomorrow,,,0.0,0.05,5
436.txt,International News,,GAStech and Kronos Celebrate Partnership,20140119,"ABILA, Kronos","Local GAStech executives Ingrid Barranco, Ada Campo-Corrente, Orhan Strum, and Willem Vasco-Pais will attend a reception with government officials tomorrow following a business meeting at their headquarters building.","executive,reception,government,official,tomorrow,business,meeting,headquarters,building",local,attend,"Ingrid Barranco,Ada Campo-Corrente,Orhan Strum,Willem Vasco-Pais",GAStech,,tomorrow,,,0.0,0.05,4
174.txt,Kronos Star,Cato Rossin,GAStech and Kronos Celebrate Partnershi,20140119,"ABILA, Krono","Government spokesman Rufus Drymiau informed The Star that Sten Sanjorge Jr., President and CEO of GAStech, has traveled from Tethys to attend the events.","government,spokesman,event",,"inform,travel,attend","Rufus Drymiau,Sten Sanjorge Jr.","The Star,GAStech",,,Tethys,,0.0,0.0,2
704.txt,The Wrap,,A CELEBRATION OF DELIVERED KLEPTOCRAC,20140119,"ABILA, Kronos",We look forward to us hearing what president Kapelou II and CEO Sten Sanjorge Jr. one has come concerning how must say these unholy alliance to the citizens of Kronos at good.,"alliance,citizen","unholy,good","look,hear,come,say","Kapelou II,Sten Sanjorge Jr.",Kronos,,,,,0.7,0.6000000000000001,2
614.txt,The Guide,,GAStech and Kronos celebrate societ,20140119,"ABILA, Kronos","Tthe local GAStech executives Ingrid Barranco,  Ada Campo-Corren, Orhan Strum, and Willem Vasco-Pais will attend a reception with the officials of the government who tomorrow follow a business meeting in their construction of the headquarters.","executive,reception,official,government,tomorrow,business,meeting,construction,headquarters",local,"attend,follow","Ingrid Barranco,Ada Campo-Corren,Orhan Strum,Willem Vasco-Pais",GAStech,,tomorrow,,,0.0,0.0,4
174.txt,Kronos Star,Cato Rossin,GAStech and Kronos Celebrate Partnershi,20140119,"ABILA, Krono","Local GAStech executives Ingrid Barranco, Ada Campo-Corrente, Orhan Strum, and Willem Vasco-Pais will attend a reception with government officials tomorrow following a business meeting at their headquarters building.","executive,reception,government,official,tomorrow,business,meeting,headquarters,building",local,"attend,follow","Ingrid Barranco,Ada Campo-Corrente,Orhan Strum,Willem Vasco-Pais",GAStech,,tomorrow,,,0.0,0.05,4
148.txt,The Orb,,A CELEBRATION OF RELEASED KLEPTOCRAC,20140119,"ABILA, Kronos",Waiting with hearing which President Kapelou and CEO Sten Sanjorge Jr. must say about the way in which this profane alliance profited the citizens from Kronos.,"way,alliance,citizen",profane,"wait,say,profit","Kapelou,Sten Sanjorge Jr.",Kronos,,,,,0.0,0.0,2
240.txt,The Truth,,GAStech and Kronos celebrate compan,20140119,"ABILA, Kronos","Spokesman Rufus Drymiau of the government said Sten Sanjorge Jr.,  the President and CEO of GAStech, of Tethys will attend the events.","government,event",,"say,attend","Rufus Drymiau,Sten Sanjorge Jr.","GAStech,Tethys",,,,,0.0,0.0,2
589.txt,Worldwise,,GAStech and Kronos celebrate associatio,20140119,"ABILA, Kronos","The local executives Ingrid Barranco, Ada Campo-Corrente, Orhan Strum, and Willem Vasco-Pais will be used a reception with civils servant as government following tomorrow a meeting of businesses to their construction of registered offices.","executive,reception,servant,government,following,tomorrow,meeting,business,construction,office","local,civils","use,register","Ingrid Barranco,Ada Campo-Corrente,Orhan Strum,Willem Vasco-Pais",,,tomorrow,,,0.0,0.05,4
240.txt,The Truth,,GAStech and Kronos celebrate compan,20140119,"ABILA, Kronos","The local GAStech staff employees Ingrid Barranco, Ada Campo-Corrente, Orhan Strum, and Willem Vasco-Pais tomorrow a reception with government civil servants will attend construction after a commercial meeting on the their headquarters.","staff,employee,tomorrow,reception,government,servant,construction,meeting,headquarters","local,civil,commercial",attend,"Ingrid Barranco,Ada Campo-Corrente,Orhan Strum,Willem Vasco-Pais",GAStech,,tomorrow,,,0.0,0.0,4
589.txt,Worldwise,,GAStech and Kronos celebrate associatio,20140119,"ABILA, Kronos","The spokesman Rufus Drymiau of government informed to hold it the first role that Sten Sanjorge Jr., the president and CEO of GAStech, travelled of Tethys to attend the events.","spokesman,government,role,president,event",first,"inform,hold,travel,attend","Rufus Drymiau,Sten Sanjorge Jr.","GAStech,Tethys",,,,,0.25,0.3333333333333333,2
436.txt,International News,,GAStech and Kronos Celebrate Partnership,20140119,"ABILA, Kronos","Government spokesman Rufus Drymiau informed The Star that Sten Sanjorge Jr., President and CEO of GAStech, has traveled from Tethys to attend the events.","government,spokesman,event",,"inform,travel,attend","Rufus Drymiau,Sten Sanjorge Jr.","The Star,GAStech",,,Tethys,,0.0,0.0,2
450.txt,The Abila Post,Haneson Ngoheb,ON THE SCENE BLO,20140120,,"Linda Lagos the assistant to Mr. Strum declined to answer any further questions about the incident, whether or not there was a fire, a false alarm, a bomb threat, or whether or not anyone is missing.","assistant,question,incident,fire,alarm,bomb,threat","further,false,missing","decline,answer,be","Linda Lagos,Strum",,,,,,-0.20000000000000004,0.38333333333333336,2
525.txt,News Desk,Haneson Ngoheb,GASTECH CONTROL CONFIRMED MISSIN,20140120,"ABILA, Kronos",The environment consultant of the security Willem Vasco-Pais deserved millions also $38.5.,"environment,consultant,security,million",,deserve,Willem Vasco-Pais,,,,,,0.0,0.0,1
510.txt,Tethys News,,To break off itself: The emergency to GAStech quarters construction [updates,20140120,,"There are puttinges in contact with the office of Willem Vasco-Pais, the adviser in emergency matter acclimatizes them of GAStech.","puttinge,contact,office,adviser,emergency,matter",,acclimatize,Willem Vasco-Pais,GAStech,,,,,0.0,0.0,1
122.txt,Tethys News,,To break off itself: The emergency to GAStech quarters construction [updates,20140120,,"The reporter that they regard the reception to the relationship of the capitol that sees the president of GAStech and the CEO,  Sten Sanjorge Jr., but they have not seen Ingrid Barranca, Ada Campo-Corrente, the Orhan Strum, or Willem Vasco-Pais.","reporter,reception,relationship,capitol,president",,"regard,see,see","Sten Sanjorge Jr.,Ingrid Barranca,Ada Campo-Corrente,the Orhan Strum,Willem Vasco-Pais",GAStech,,,,,0.0,0.0,5
435.txt,Kronos Star,"Cato Rossini, Marcella Trapan",Breaking: Emergency at GAStech Headquarters Building [Updates,20140120,,"We contacted the office of Willem Vasco-Pais, the GAStech Environmental Safety Advisor.",office,,contact,Willem Vasco-Pais,GAStech,,,,,0.0,0.0,1
827.txt,Modern Rubicon,,ON SCENE BLO,20140120,,"930 - approximately 1000 that the morning reunion will conclude and CEO Sten Sanjorge, to the Jr. and to the executive group - Ingrid Barranco, Ada Campo-Corrente, Orhan Strum, and Willem Vasco-Pais - they will continue to one sponsored reception government of Kronos.","morning,reunion,group,reception,government",executive,"conclude,continue,sponsor","Sten Sanjorge,Ingrid Barranco,Ada Campo-Corrente,Orhan Strum,Willem Vasco-Pais",Kronos,,,,,-0.4,0.6,5
834.txt,The Abila Post,Haneson Ngoheb,ON THE SCENE BLO,20140120,,"At roughly 1000 the morning meeting will end and CEO Sten Sanjorge, Jr. and the executive group - Ingrid Barranco, Ada Campo-Corrente, Orhan Strum, and Willem Vasco-Pais - will proceed to a Kronos Government sponsored reception.","morning,meeting,group,reception",executive,"end,proceed,sponsor","Sten Sanjorge, Jr.,Ingrid Barranco,Ada Campo-Corrente,Orhan Strum,Willem Vasco-Pais",Kronos Government,,,,,-0.1,0.4,6
713.txt,The Abila Post,Haneson Ngoheb,GASTECH LEADERSHIP CONFIRMED MISSIN,20140120,,Environmental Safety Advisor Willem Vasco-Pais also earned $38.5 million.,,,earn,Willem Vasco-Pais,,,,,,0.0,0.0,1
427.txt,Homeland Illumination,Maha Sal,VOICES - a blog about what is important to the peopl,20140120,,"1515 - BREAKING NEWS - Homeland Illumination correspondent Petrus Gerhard has just spoken with an airport official who confirms that a private jet left Abila airport at 1430, with a number of persons on board.","correspondent,airport,official,jet,airport,number,person,board",private,"speak,confirm,leave",Petrus Gerhard,Homeland Illumination,,,,,0.0,0.1875,1
26.txt,Tethys News,,To break off itself: The emergency to GAStech quarters construction [Updates,20140120,,The executive jet of GAStech according to as reported it has arrived in Tethys bearing Sten Sanjorge Jr. some hours ago.  The jet has been resupplied of fuel quickly and then it has been left for the international airport of Abila with six civil employees of GAStech on board.,"jet,hour,jet,fuel,airport,employee,board","executive,international,civil","accord,report,arrive,resupplie,leave",Sten Sanjorge Jr.,"GAStech,GAStech",,,"Tethys,Abila",,0.1111111111111111,0.16666666666666666,1
744.txt,Homeland Illumination,Maha Sal,VOICES - a blog about what is important to the peopl,20140120,,2232 - Homeland Illumination correspondent Petrus Gerhard reports airport officials have confirmed the arrival of a private jet from Tethys.,"correspondent,airport,official,arrival,jet",private,"report,confirm",Petrus Gerhard,Homeland Illumination,,,Tethys,,0.2,0.6875,1
804.txt,Homeland Illumination,Maha Sal,VOICES - a blog about what is important to the peopl,20140120,,"1840 - Homeland Illumination correspondent Petrus Gerhard reports that airport officials have released information that a private jet arrived at Abila airport earlier today, and that the jet was met by a waiting limousine.","correspondent,airport,official,information,jet,airport,today,jet,waiting,limousine",private,"report,release,arrive,meet",Petrus Gerhard,Homeland Illumination,,"1840,earlier today",Abila,,0.0,0.4375,1
350.txt,Homeland Illumination,Maha Sal,VOICES - a blog about what is important to the peopl,20140120,,1052 - I just received word from Illumination correspondent Petrus Gerhard that CEO Sanjorge arrived at the capitol building a few minutes ago.,"word,correspondent,capitol,building,minute",few,"receive,arrive","Petrus Gerhard,Sanjorge",Illumination,,,,,-0.2,0.1,2
842.txt,Homeland Illumination,Maha Sal,VOICES - a blog about what is important to the peopl,20140120,,1802 - Homeland Illumination correspondent Petrus Gerhard reports that a second private jet left the Abila airport just hours ago.,"correspondent,jet,airport,hour","second,private","report,leave",Petrus Gerhard,Homeland Illumination,,1802,Abila,,0.0,0.125,1
569.txt,Kronos Star,"Cato Rossini, Marcella Trapan",Breaking: Emergency at GAStech Headquarters Building [Updates,20140120,,"Kronos Star reporters covering the reception at the capitol report having seen GAStech President and CEO, Sten Sanjorge Jr., but they have not seen Ingrid Barranco, Ada Campo-Corrente, Orhan Strum, or Willem Vasco-Pais.","reporter,reception,capitol",,"report,see,see","Sten Sanjorge Jr.,Ingrid Barranco,Ada Campo-Corrente,Orhan Strum,Willem Vasco-Pais","Kronos Star,GAStech",,,,,0.0,0.0,5
138.txt,Athena Speaks,Haneson Ngoheb,DISAPPEARED CONFIRMED BY CONTROL FROM GASTEC,20140120,"ABILA, Kronos","The classifications of IPO prove that the executive group gained of the $327.25 collective million of the lately invested shares including/understanding $96.25 million for CFO Ingrid Barranco, CIO ADA Campo-Corrente, and t Orhan Strum.","classification,group,share,t","executive,collective","prove,gain,invest,include,understand","Ingrid Barranco,Campo-Corrente,Orhan Strum",,,,,,-0.3,0.6,3
692.txt,Kronos Star,"Cato Rossini, Marcella Trapan",Breaking: Emergency at GAStech Headquarters Building [Updates,20140120,,"At the time of the alarm, the media had gathered in front of the building to cover the meeting of GAStech executives, including GAStech President and CEO Sten Sanjorge Jr. and local GAStech executives and their subsequent transition to the presidentially hosted reception at the Capitol Building.","time,alarm,medium,front,building,meeting,executive,executive,transition,reception","local,subsequent","gather,cover,host",Sten Sanjorge Jr.,"GAStech,GAStech,GAStech",,,,,0.0,0.025,1
326.txt,The Abila Post,,WRAP UP OF EVENTS AT GASTEC,20140120,"ABILA, Kronos","There is still speculation regarding who was taken in the kidnapping and whether GAStech President and CEO Sten Sanjorge Jr. was the target, given that GAStech International has yet to make a statement to the press.","speculation,kidnapping,target,statement,press",,"regard,take,be,give,have,make",Sten Sanjorge Jr.,"GAStech,GAStech International",,,,,0.0,0.0,1
431.txt,News Online Today,,POK Kidnaps GAStech Employees,20140120,"ABILA, Kronos","One employee, Edvard Vann of Abila, was questioned for hours because he shares a family name with several known POK members.","employee,hour,family,name,member",several,"question,share,know",Edvard Vann,POK,,,Abila,,0.0,0.0,1
107.txt,The General Post,,KIDNAPPING IN GASTECH KRONOS,20140120,"ABILA, Kronos","Edvard Vann, a GAStech - they suspected to the protector security of Kronos that was interrogated and sent after 6 hours, indicated the protectors of Kronos like being the authors behind today events.","protector,security,hour,protector,author,today,event",,"suspect,interrogate,send,indicate,be",Edvard Vann,"GAStech,Kronos,Kronos",,today,,,-0.4,0.7,1
29.txt,International News,,POK Kidnaps GAStech Employees,20140120,"ABILA, Kronos","One employee, Edvard Vann of Abila, was questioned for hours because he shares a family name with several known POK members.","employee,hour,family,name,member",several,"question,share,know",Edvard Vann,POK,,,Abila,,0.0,0.0,1
400.txt,Tethys News,,To break off itself: The emergency to GAStech quarters construction [updates,20140120,,"The employee, Edvard Vann, as an example that the police has interviewed it for the hours and the accusation of the participation to kidnapping because similar a name of family with several members of POK.","employee,example,police,hour,accusation,participation,kidnapping,name,family,member","similar,several",interview,Edvard Vann,POK,,,,,0.0,0.2,1
412.txt,Modern Rubicon,,ON SCENE BLO,20140120,,"1915 - to the employee Edvard Vann of GAStech ""it has been allowed to go"" after nearly six hours of the interrogation from the police, the government and the civil employees of GAStech.","employee,hour,interrogation,police,government,employee",civil,"allow,go",Edvard Vann,"GAStech,GAStech",,1915,,,0.1,0.4,1
50.txt,The Abila Post,,"GASTECH EMPLOYEE INTERROGATED, RELEASE",20140120,"ABILA, Kronos",For roughly 6 hours GAStech - Kronos employee Edvard Vann was interrogated by Kronos Police and Government officials before being released at 17:00 this evening.,"hour,employee,official,evening",,"interrogate,release",Edvard Vann,"GAStech - Kronos,Kronos Police,Government",,,,,-0.1,0.4,1
438.txt,The Abila Post,Haneson Ngoheb,ON THE SCENE BLO,20140120,,"1915 UPDATE - GAStech employee Edvard Vann was ""allowed to leave"" after nearly six hours of interrogation by police, government, and GAStech officials.","update,employee,hour,interrogation,police,government,official",,"allow,leave",Edvard Vann,"GAStech,GAStech",,1915,,,0.1,0.4,1
326.txt,The Abila Post,,WRAP UP OF EVENTS AT GASTEC,20140120,"ABILA, Kronos","Edvard Vann, a GAStech - Kronos security guard who was interrogated and released after 6 hours, gave the indication that the Protectors of Kronos were involved or at least suspected as being the perpetrators behind today's events.","security,guard,hour,indication,perpetrator,today,event",least,"interrogate,release,give,involve,suspect,be",Edvard Vann,"GAStech,the Protectors of Kronos",,today,,,-0.35,0.55,1
145.txt,The Guide,,POK kidnaps to employees of GAStec,20140120,"ABILA, Kronos","They asked an employee, Edvard Vann of Abila, for hours because it shares a name of family with several members known POK.","employee,hour,name,family,member",several,"ask,share,know",Edvard Vann,POK,,,Abila,,0.0,0.0,1
461.txt,Kronos Star,Marcella Trapan,POK Kidnaps GAStech Employee,20140120,"ABILA, Krono","One employee, Edvard Vann of Abila, was questioned for hours because he shares a family name with several known POK members.","employee,hour,family,name,member",several,"question,share,know",Edvard Vann,POK,,,Abila,,0.0,0.0,1
761.txt,Kronos Star,"Cato Rossini, Marcella Trapan",Breaking: Emergency at GAStech Headquarters Building [Updates,20140120,,"The employee, Edvard Vann, said that the police interviewed him for hours and accused him of involvement in the kidnapping because he shares a family name with several POK members.","employee,police,hour,involvement,kidnapping,family,name,member",several,"say,interview,accuse,share",Edvard Vann,POK,,,,,0.0,0.0,1
466.txt,Athena Speaks,,"EMPLOYEE OF QUESTIONED GASTECH, RELEASE",20140120,"ABILA, Kronos",During roughly 6 hours employed Edvard Vann de GAStech - of Kronos was questioned by Kronos Police and civils servant of government before being released with 17:00 this evening.,"hour,servant,government,evening",civils,"employ,question,release",Edvard Vann de GAStech,"Kronos,Kronos Police",,,,,-0.1,0.4,1
140.txt,Athena Speaks,,TOP EVENTS WITH GASTEC,20140120,"ABILA, Kronos","Edvard Vann, GAStech, the guard of safety which was questioned and released after 6 a.m., gave the indication which the guards of Kronos were implied or at least suspectés as being the criminals behind events of today.","guard,safety,indication,guard,criminal,event,today",least,"question,release,give,imply,suspecté",Edvard Vann,"GAStech,Kronos",,today,,,-0.35,0.55,1
469.txt,Who What News,,KIDNAPPING AT GASTECH KRONOS ,20140120,"ABILA, Kronos","Edvard Vann, a GAStech - Kronos security guard who was interrogated and released after 6 hours, indicated the Protectors of Kronos were suspected as being the perpetrators behind today's events.","security,guard,hour,perpetrator,today,event",,"interrogate,release,indicate,suspect",Edvard Vann,"GAStech - Kronos,Kronos",,today,,,-0.4,0.7,1
712.txt,The Tulip,,REMOVAL AT GASTECH KRONOS,20140120,"ABILA, Kronos","Edvard Vann, GAStech - Kronos the security guard which was questioned and after 6 hours was delivered, the perpetrators behind the events of today indicated became suspicious on the guards of Kronos such as are.","security,guard,hour,perpetrator,event,today,guard","suspicious,such","question,deliver,indicate,become,be",Edvard Vann,"GAStech - Kronos,Kronos",,today,,,-0.2,0.6,1
607.txt,The Truth,,POK kidnap employees GAStec,20140120,"ABILA, Kronos","One employee, Edvard Vann van Abila, was asked for hours because he confessed a family name with different members POK shares.","employee,hour,family,name,member",different,"ask,confess,share",Edvard Vann van Abila,POK,,,,,0.0,0.6,1
818.txt,News Desk,,ENVELOPE UP OF EVENTS AT GASTEC,20140120,"ABILA, Kronos","Edvard Vann, GAStech - Kronos the security guard which was questioned and after 6 hours was delivered, the indication gave that the guards of Kronos were involved or at least such as are the daders behind the events of today suspected.","security,guard,hour,indication,guard,dader,event,today","involved,least,such","question,deliver,give,suspect",Edvard Vann,"GAStech - Kronos,Kronos",,today,,,-0.2333333333333333,0.5333333333333333,1
512.txt,News Desk,,"GASTECH QUESTIONED EMPLOYEE, DELIVERE",20140120,"ABILA, Kronos",Kronos employee Edvard Vann were questioned Kronos police force and the civil servants of the government before are delivered at 17:00 tonight.,"employee,police,force,servant,government,tonight",civil,"question,deliver",Edvard Vann,"Kronos,Kronos",,,,,0.0,0.0,1
494.txt,The Light of Truth,,KIDNAPPING WITH GASTECH KRONOS,20140120,"ABILA, Kronos","Edvard Vann, GAStech - the guard of safety of Kronos which was questioned and released after 6 a.m., indicated the guards of Kronos were suspectés as being the criminals behind events of today.","guard,safety,guard,suspecté,criminal,event,today",,"question,release,indicate,be",Edvard Vann,"GAStech,Kronos,Kronos",,today,,,-0.4,0.7,1
397.txt,The Explainer,,TO BECOME INVOLVED FOR ABOVE OF EVENTS IN GASTEC,20140120,"ABILA, Kronos","Edvard Vann, a GAStech - the protector of security of Kronos that was interrogated and sent after 6 hours, gave the instructions that the protectors of Kronos were implied or at least suspected like being the authors behind today events.","protector,security,hour,instruction,protector,author,today,event",least,"interrogate,send,give,imply,suspect",Edvard Vann,"GAStech,Kronos,Kronos",,today,,,-0.35,0.55,1
49.txt,The World,,KIDNAPPING AT GASTECH KRONOS,20140120,"ABILA, Kronos","Edvard Vann, a GAStech - Kronos security guard who was interrogated and released after 6 hours, indicated the Protectors of Kronos were suspected as being the perpetrators behind today's events.","security,guard,hour,perpetrator,today,event",,"interrogate,release,indicate,suspect",Edvard Vann,"GAStech,Kronos",,today,,,-0.4,0.7,1
125.txt,Central Bulletin,,"GASTECH EMPLOYEE INTERROGATED, RELEASED",20140120,"ABILA, Kronos",For roughly 6 hours GAStech - Kronos employee Edvard Vann was interrogated by Kronos Police and Government officials before being released at 17:00 this evening.,"hour,employee,official,evening",,"interrogate,release",Edvard Vann,"GAStech,Kronos Police,Government",,,,,-0.1,0.4,1
673.txt,Central Bulletin,,WRAP UP OF EVENTS AT GASTECH,20140120,"ABILA, Kronos","Edvard Vann, a GAStech Kronos security guard who was interrogated and released after 6 hours, gave the indication that the Protectors of Kronos were involved or at least suspected as being the perpetrators behind today's events.","security,guard,hour,indication,perpetrator,today,event",least,"interrogate,release,give,involve,suspect",Edvard Vann,GAStech,,today,,,-0.35,0.55,1
594.txt,Worldwise,,POK removes employees of GAStec,20140120,"ABILA, Kronos","An employee, Edvard Vann of Abila, was questioned during hours because it shares a surname with several known members of POK.","employee,hour,surname,member",several,"question,share,know",Edvard Vann,POK,,,Abila,,0.0,0.0,1
440.txt,News Online Today,,"GASTECH EMPLOYEE INTERROGATED, RELEASED",20140120,"ABILA, Kronos",For roughly 6 hours GAStech - Kronos employee Edvard Vann was interrogated by Kronos Police and Government officials before being released at 17:00 this evening.,"hour,employee,official,evening",,"interrogate,release",Edvard Vann,"GAStech,Kronos Police,Government",,,,,-0.1,0.4,1
790.txt,Kronos Star,"Cato Rossini, Marcella Trapan",Breaking: Emergency at GAStech Headquarters Building [Updates,20140120,,"In attempt to find out what is going on, we have called the office of Orhan Strum, the GSAtech Chief Operating Officer.  His administrator answered the phone and informed us that Mr. Strum is unavailable.  We will continue calling GAStech until we reach someone who can inform us on the situation.","attempt,office,administrator,phone,situation",unavailable,"find,go,call,answer,inform,continue,call,reach,inform","Orhan Strum,Strum","GSAtech,GAStech",,,,,0.0,0.0,2
7.txt,News Online Today,,WRAP UP OF EVENTS AT GASTECH,20140120,"ABILA, Kronos","Edvard Vann, a GAStech - Kronos security guard who was interrogated and released after 6 hours, gave the indication that the Protectors of Kronos were involved or at least suspected as being the perpetrators behind today's events.","security,guard,hour,indication,perpetrator,today,event",least,"interrogate,release,give,involve,suspect",Edvard Vann,"GAStech,Kronos",,today,,,-0.35,0.55,1
450.txt,The Abila Post,Haneson Ngoheb,ON THE SCENE BLO,20140120,,"A hesitant administrative assistant to Orhan Strum, Chief Operating Officer of GAStech claimed Mr. Strum was unavailable.",assistant,"hesitant,administrative,unavailable",claim,"Orhan Strum,Strum",GAStech,,,,,0.0,0.0,2
